Année scolaire;Code région;Code région Insee;Libellé région académique;Code académie;Libellé académie;Code département;Libellé département;Code commune Insee;Libellé commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;Latitude et longitude WGS84
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57660;STIRING WENDEL;0570104D;COLLEGE NICOLAS UNTERSTELLER;public;71.2;23.9;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.19226476766512, 6.916059753764804
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57630;SARREBOURG;0570213X;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;97.3;27.2;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;48.7308306081634, 7.052029573253491
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57221;FLORANGE;0570317K;COLLEGE LOUIS PASTEUR;public;86.2;29.1;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.321446466343716, 6.129079684622412
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57124;CATTENOM;0571994H;COLLEGE CHARLES PEGUY;public;112.6;29.4;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.407077606760296, 6.242149629492706
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57323;HETTANGE GRANDE;0572025S;COLLEGE JEAN MARIE PELT;public;116.2;33.0;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.40253040176921, 6.163269451528049
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57447;MARLY;0572082D;COLLEGE JEAN MERMOZ;public;109.2;35.4;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.084574775818666, 6.147960187993439
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57433;MAIZIERES LES METZ;0572164T;COLLEGE PAUL VERLAINE;public;101.8;34.0;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.21490284339379, 6.1658001984998405
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57556;PUTTELANGE AUX LACS;0572183N;COLLEGE JEAN BAPTISTE EBLE;public;90.8;30.4;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.05257095354602, 6.92538983224191
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57260;GROSBLIEDERSTROFF;0572363J;COLLEGE VAL DE SARRE;public;104.2;31.7;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.15001675537087, 7.023625658813886
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57332;HOMBOURG HAUT;0572491Y;COLLEGE ROBERT SCHUMAN;public;82.5;26.7;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.13890738186971, 6.777449906556984
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57537;PETITE ROSSELLE;0572493A;COLLEGE LOUIS ARMAND;public;74.0;22.7;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.20993462751077, 6.8500603280484285
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57631;SARREGUEMINES;0572587C;COLLEGE JEAN JAURES;public;87.2;31.1;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.10344695113353, 7.0490399063376366
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57160;CREUTZWALD;0572690P;COLLEGE JACQUES YVES COUSTEAU;public;79.3;29.4;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.209400182021675, 6.7109404714696375
2025-2026;06;44;GRAND EST;12;NANCY-METZ;57;MOSELLE;57672;THIONVILLE;0572932C;COLLEGE PRIVE NOTRE DAME DE LA PROVIDENCE;privé sous contrat;123.9;29.5;125.5;100.8;106.2;123.3;97.3;101.1;124.9;95.5;99.9;49.3577683982136, 6.158930596107458
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58062;CHATEAU CHINON VILLE;0580005R;COLLEGE BIBRACTE;public;94.5;29.4;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.057963290389715, 3.930719582927924
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58083;CORBIGNY;0580012Y;COLLEGE NOEL BERRIER;public;101.5;28.6;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.25231366566169, 3.683490280380998
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58095;DECIZE;0580017D;COLLEGE MAURICE GENEVOIX;public;98.1;30.9;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;46.828527629491724, 3.4407227495854675
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58194;NEVERS;0580034X;COLLEGE VICTOR HUGO;public;104.4;35.7;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;46.9946696053615, 3.153150357820893
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58227;SAINT AMAND EN PUISAYE;0580037A;COLLEGE ARSENE FIE;public;95.2;26.2;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.53533313699535, 3.076626866414114
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58232;SAINT BENIN D AZY;0580038B;COLLEGE LES AMOGNES;public;106.6;29.2;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.001517103696756, 3.3933404573377084
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58267;SAINT SAULGE;0580040D;COLLEGE JEAN ARNOLET;public;97.7;24.5;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.111573971770746, 3.5126203708455175
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58194;NEVERS;0580599L;COLLEGE ADAM BILLAUT;public;100.4;31.1;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.00666934303448, 3.1584886205988747
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58059;LA CHARITE SUR LOIRE;0580610Y;COLLEGE AUMEUNIER MICHOT;public;101.0;31.4;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.18019083801336, 3.0187804451023275
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58086;COSNE COURS SUR LOIRE;0580669M;COLLEGE CLAUDE TILLIER;public;93.1;30.5;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.40310380238856, 2.923030447789512
2025-2026;02;27;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58086;COSNE COURS SUR LOIRE;0580746W;COLLEGE RENE CASSIN;public;103.9;30.7;125.5;100.8;106.2;122.0;101.2;104.3;113.4;99.3;101.2;47.42522206631398, 2.9372794092148644
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59008;ANICHE;0590002G;COLLEGE THEODORE MONOD;public;81.6;24.9;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.33181566173207, 3.247760687010971
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59014;ANZIN;0590006L;COLLEGE LES ROCHAMBELLES;public;74.2;22.7;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.37346121465078, 3.5010114530765613
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59157;COUSOLRE;0590055P;COLLEGE ALFRED JENNEPIN;public;90.4;26.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.24388496161089, 4.153389475665061
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59172;DENAIN;0590062X;COLLEGE VILLARS;public;74.9;24.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.32378660944312, 3.393452134939878
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59178;DOUAI;0590068D;COLLEGE JULES FERRY;public;87.4;29.7;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.38175061469219, 3.0610115023258024
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59271;GRANDE SYNTHE;0590088A;COLLEGE JULES VERNE;public;77.3;22.9;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;51.020127902647296, 2.3046996668512616
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59295;HAZEBROUCK;0590103S;COLLEGE FERNANDE BENOIST;public;92.4;28.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.717482139224366, 2.529540189704659
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59324;JEUMONT;0590109Y;COLLEGE EUGENE THOMAS;public;72.0;25.6;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.29370361793669, 4.105252364889303
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59183;DUNKERQUE;0590179Z;COLLEGE PAUL MACHY;public;105.4;38.4;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;51.03944431720388, 2.4071702281218306
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59512;ROUBAIX;0590183D;COLLEGE MADAME DE SEVIGNE;public;67.2;20.8;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.693177620016684, 3.164919554423088
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59205;ESCAUDAIN;0592751V;COLLEGE FELICIEN JOLY;public;82.0;25.2;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.33786460186301, 3.3574295054584917
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59220;FACHES THUMESNIL;0592830F;COLLEGE JEAN ZAY;public;88.4;31.6;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.60722395909997, 3.063599555138808
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59352;LINSELLES;0592895B;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;131.5;29.3;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.73996706399982, 3.0778406675862393
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59449;ORCHIES;0592900G;COLLEGE PRIVE NOTRE DAME DE LA PROVIDENCE;privé sous contrat;133.5;29.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.47822033632278, 3.2432897541631776
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59527;SAINT ANDRE LEZ LILLE;0592911U;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;109.2;31.2;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.662617705826136, 3.0537598214329
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59512;ROUBAIX;0592917A;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;149.2;26.0;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.678182975936785, 3.167429374984203
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59350;LILLE;0593131H;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;104.9;33.8;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.62928989778109, 3.107342498302463
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59559;SEBOURG;0593144X;COLLEGE PRIVE SAINTE ANNE;privé sous contrat;122.9;34.1;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.3441221086375, 3.643660302490088
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59647;WATTEN;0593159N;COLLEGE PRIVE SACRE COEUR;privé sous contrat;107.6;29.1;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.83391331367516, 2.2106302829503464
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59350;LILLE;0593168Y;COLLEGE INTERNATIONAL CARNOT;public;127.4;44.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.63974827214583, 3.066700292621803
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59131;CAPPELLE LA GRANDE;0593181M;COLLEGE MAXENCE VAN DER MEERSCH;public;86.5;24.3;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.99827512811122, 2.3588498284131214
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59569;SIN LE NOBLE;0593185S;COLLEGE ANATOLE FRANCE;public;76.4;24.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.361329331555964, 3.114949443162363
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59527;SAINT ANDRE LEZ LILLE;0593228N;COLLEGE JEAN MOULIN;public;112.8;38.3;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.65850679010164, 3.0493535637918514
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59017;ARMENTIERES;0593246H;COLLEGE DESROUSSEAUX;public;86.4;28.7;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.68857024739166, 2.89093017010974
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59067;BERGUES;0593479L;COLLEGE WENCESLAS COBERGHER;public;101.7;30.3;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.96659100576805, 2.4322903561075293
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59253;FRESNES SUR ESCAUT;0593486U;COLLEGE FELICIEN JOLY;public;77.6;24.3;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.43703364705557, 3.571800073022058
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59053;BAVAY;0593490Y;COLLEGE JEAN LEMAIRE DE BELGES;public;107.7;33.4;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.29514389909433, 3.8026802795568
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59560;SECLIN;0593662K;COLLEGE JEAN DEMAILLY;public;93.2;34.6;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.54374997635936, 3.0148797683903457
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59032;AULNOY LEZ VALENCIENNES;0593673X;COLLEGE MADAME D EPINAY;public;92.5;31.7;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.32898461946876, 3.5209795152110686
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59580;STEENVOORDE;0593992U;COLLEGE ANTOINE DE SAINT EXUPERY;public;110.3;34.7;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.80848584339924, 2.5891693415535046
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59225;FEIGNIES;0594168K;COLLEGE JEAN ZAY;public;85.7;29.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.29266344220489, 3.9204097660583948
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59350;LILLE;0594288R;COLLEGE LOUISE MICHEL;public;65.3;18.4;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.60615198731221, 3.0462601560354328
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59155;COUDEKERQUE BRANCHE;0594295Y;COLLEGE DU WESTHOEK;public;89.1;28.9;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;51.02950774638383, 2.40210989744275
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59172;DENAIN;0594299C;COLLEGE TURGOT;public;70.0;22.4;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.33072586542027, 3.3954403591508777
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59079;BEUVRAGES;0594301E;COLLEGE PAUL ELUARD;public;75.4;26.4;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.38544700442605, 3.500880459857708
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59601;TRELON;0594308M;COLLEGE DENIS SAURAT;public;86.1;27.5;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.05729880556586, 4.111670619563331
2025-2026;09;32;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59291;HAUTMONT;0594309N;COLLEGE PIERRE DE RONSARD;public;74.3;22.8;125.5;100.8;106.2;120.6;91.9;99.8;120.8;93.0;102.0;50.253684615272356, 3.901209519412997
