Année scolaire;Code région;Code région Insee;Libellé région académique;Code académie;Libellé académie;Code département;Libellé département;Code commune Insee;Libellé commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;Latitude et longitude WGS84
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74010;ANNECY;0740106N;COLLEGE PRIVE SAINT FRANCOIS LES CORDELIERS;privé sous contrat;121.9;31.2;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;45.884661837067355, 6.101850029209355
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74056;CHAMONIX MONT BLANC;0740110T;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;127.7;31.4;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;45.916534319054506, 6.8646702879445165
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74105;DOUVAINE;0740116Z;COLLEGE PRIVE SAINT FRANCOIS;privé sous contrat;129.9;30.8;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;46.30101873423577, 6.285649971929211
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74119;EVIAN LES BAINS;0740117A;COLLEGE PRIVE SAINT BRUNO;privé sous contrat;131.2;32.0;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;46.399345773165656, 6.585409810070841
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74173;MEGEVE;0740119C;COLLEGE PRIVE SAINT JEAN BAPTISTE;privé sous contrat;120.9;31.4;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;45.854435955299905, 6.615600114812368
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74010;ANNECY;0740274W;COLLEGE BEAUREGARD;public;97.4;35.4;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;45.90217637201565, 6.106610347181448
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74012;ANNEMASSE;0741165P;COLLEGE MICHEL SERVET;public;83.3;25.4;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;46.19285076495058, 6.237469534232542
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74280;THONES;0741187N;COLLEGE LES ARAVIS;public;113.7;32.3;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;45.88684449344676, 6.312149632209216
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74281;THONON LES BAINS;0741227G;COLLEGE JEAN JACQUES ROUSSEAU;public;100.8;32.8;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;46.36676075226408, 6.471569829586152
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74272;SILLINGY;0741488R;COLLEGE LA MANDALLAZ;public;113.9;32.1;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;45.94880782529907, 6.0370305358242815
2024-2025;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74314;VULBENS;0741816X;COLLEGE PUBLIC DE VULBENS;public;116.7;33.0;125.1;100.9;106.1;123.5;106.3;110.0;127.6;106.3;111.8;46.103772037316965, 5.940656387113037
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75118;PARIS 18E ARRONDISSEMENT;0750182R;COLLEGE PRIVE SAINT LOUIS;privé sous contrat;136.0;32.4;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.89418927217453, 2.339726809673218
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75118;PARIS 18E ARRONDISSEMENT;0750429J;COLLEGE ROLAND DORGELES;public;120.7;43.2;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.888241659335435, 2.3478620533569954
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75114;PARIS 14E ARRONDISSEMENT;0750445B;COLLEGE ALBERTO GIACOMETTI;public;101.7;32.3;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.83426512643556, 2.314971764582598
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0750552T;COLLEGE FRANCOISE DOLTO;public;116.3;40.3;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.873957115380314, 2.386915052880952
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0750591K;COLLEGE HENRI MATISSE;public;117.5;40.5;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.85645660780397, 2.4019754598712404
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75111;PARIS 11E ARRONDISSEMENT;0750607C;COLLEGE ALAIN FOURNIER;public;116.3;39.9;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.85822272172861, 2.3838536091736917
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75114;PARIS 14E ARRONDISSEMENT;0750611G;COLLEGE JEAN MOULIN;public;120.9;40.9;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.82773043039553, 2.3283198234129583
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75119;PARIS 19E ARRONDISSEMENT;0751706X;COLLEGE CHARLES PEGUY;public;117.6;45.0;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.876290341092364, 2.3765363330905975
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75106;PARIS 6E ARRONDISSEMENT;0752187V;COLLEGE JACQUES PREVERT;public;128.3;40.4;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.85473402614564, 2.3328454078038763
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75118;PARIS 18E ARRONDISSEMENT;0752196E;COLLEGE MARX DORMOY;public;90.8;36.8;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.88849708458435, 2.359696342198929
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75118;PARIS 18E ARRONDISSEMENT;0752252R;COLLEGE HECTOR BERLIOZ;public;101.9;39.5;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.89581471106791, 2.332815469011771
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75103;PARIS 3E ARRONDISSEMENT;0752524L;COLLEGE VICTOR HUGO;public;134.7;39.2;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.85751187081702, 2.363169676401168
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75107;PARIS 7E ARRONDISSEMENT;0752528R;COLLEGE VICTOR DURUY;public;147.8;30.5;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.85230029234186, 2.3148477839827657
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75108;PARIS 8E ARRONDISSEMENT;0752530T;COLLEGE OCTAVE GREARD;public;141.9;36.3;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.878814920631775, 2.3176936904443397
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75109;PARIS 9E ARRONDISSEMENT;0752534X;COLLEGE LAMARTINE;public;142.4;36.6;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.8783808876197, 2.349088600466694
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75111;PARIS 11E ARRONDISSEMENT;0752536Z;COLLEGE VOLTAIRE;public;129.2;41.2;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.86352601850053, 2.384525602087465
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75114;PARIS 14E ARRONDISSEMENT;0752543G;COLLEGE PAUL BERT;public;122.1;42.9;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.841041411692736, 2.32885134645458
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75116;PARIS 16E ARRONDISSEMENT;0752547L;COLLEGE CLAUDE BERNARD;public;107.5;34.4;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.8419754563088, 2.254942359765863
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75116;PARIS 16E ARRONDISSEMENT;0752548M;COLLEGE JANSON DE SAILLY;public;128.4;37.0;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.86556113280372, 2.2794516898235146
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75117;PARIS 17E ARRONDISSEMENT;0752553T;COLLEGE HONORE DE BALZAC;public;126.3;42.1;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.8955306966347, 2.3154764283937124
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0752556W;COLLEGE HELENE BOUCHER;public;118.0;40.5;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.84781801734053, 2.406968028836891
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75113;PARIS 13E ARRONDISSEMENT;0752906B;COLLEGE PRIVE YABNE;privé sous contrat;149.0;25.6;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.817845957870375, 2.3617637806292335
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75105;PARIS 5E ARRONDISSEMENT;0752913J;COLLEGE PRIVE SEVIGNE;privé sous contrat;161.2;18.5;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.840756464239895, 2.33938047906221
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75116;PARIS 16E ARRONDISSEMENT;0752917N;COLLEGE PRIVE SAINT LOUIS DE GONZAGUE;privé sous contrat;161.1;15.9;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.85958243412165, 2.285485319788669
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75116;PARIS 16E ARRONDISSEMENT;0752918P;COLLEGE PRIVE NOTRE DAME DES OISEAUX;privé sous contrat;159.2;18.3;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.84666905898383, 2.262893298728929
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75104;PARIS 4E ARRONDISSEMENT;0752920S;COLLEGE PRIVE MASSILLON;privé sous contrat;161.0;17.5;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.85162003692189, 2.362122823440783
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75110;PARIS 10E ARRONDISSEMENT;0752923V;COLLEGE PRIVE ROCROY SAINT VINCENT DE PAUL;privé sous contrat;154.7;24.2;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.87866628811133, 2.349311375979885
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75117;PARIS 17E ARRONDISSEMENT;0752927Z;COLLEGE PRIVE SAINT MICHEL DES BATIGNOLLES;privé sous contrat;152.1;25.0;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.88966098904085, 2.3261326004544687
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75112;PARIS 12E ARRONDISSEMENT;0752934G;COLLEGE PRIVE SAINT MICHEL DE PICPUS;privé sous contrat;154.0;23.5;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.84232465809332, 2.3965184529444565
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75115;PARIS 15E ARRONDISSEMENT;0752935H;ECOLE JEANNINE MANUEL COLLEGE PRIVE;privé sous contrat;154.9;23.1;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.84774762170985, 2.290904920109145
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0754005W;COLLEGE PRIVE SAINT GERMAIN DE CHARONNE;privé sous contrat;124.3;37.4;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.861090344397674, 2.404743767392534
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75114;PARIS 14E ARRONDISSEMENT;0754253R;COLLEGE SAINT EXUPERY;public;127.8;39.6;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.834349109301755, 2.3354372954119524
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75111;PARIS 11E ARRONDISSEMENT;0754290F;COLLEGE PRIVE OZAR HATORAH;privé sous contrat;116.6;25.8;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.870211287559485, 2.378006460299218
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75110;PARIS 10E ARRONDISSEMENT;0754506R;COLLEGE PRIVE BOSSUET NOTRE DAME;privé sous contrat;154.2;24.2;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.876770727474366, 2.353338174277266
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0755241P;COLLEGE COLETTE BESSON;public;103.3;39.6;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.866422144792516, 2.384923514053723
2024-2025;10;11;ILE-DE-FRANCE;01;PARIS;75;PARIS;75119;PARIS 19E ARRONDISSEMENT;0755747P;COLLEGE SUZANNE LACORE;public;91.7;32.1;125.1;100.9;106.1;149.5;117.2;129.4;149.5;117.2;129.4;48.89860933146669, 2.378877064621717
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76101;BLANGY SUR BRESLE;0760009X;COLLEGE DU CAMPIGNY;public;83.6;24.0;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.9337893056171, 1.6131415053316611
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76322;LE GRAND QUEVILLY;0760049R;COLLEGE CLAUDE BERNARD;public;97.2;27.3;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.40465316273601, 1.0501593264709201
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76351;LE HAVRE;0760053V;COLLEGE RAOUL DUFY;public;118.5;36.6;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.49084925311594, 0.10306874241978936
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76351;LE HAVRE;0760069M;COLLEGE LES ACACIAS;public;93.2;31.6;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.51054640178768, 0.1585252300352849
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76410;MAROMME;0760075U;COLLEGE ALAIN;public;86.3;26.5;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.477774133334776, 1.0398143289156496
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76462;NEUFCHATEL EN BRAY;0760079Y;COLLEGE ALBERT SCHWEITZER;public;96.0;31.7;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.735962779527924, 1.4400304428898776
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76758;YVETOT;0760118R;COLLEGE ALBERT CAMUS;public;99.6;31.6;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.617523062387455, 0.7679425863139545
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76351;LE HAVRE;0761325C;COLLEGE PRIVE MONTESQUIEU SAINTE MARIE;privé sous contrat;104.0;27.8;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.50104573377337, 0.1317134997580338
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76758;YVETOT;0761338S;COLLEGE PRIVE BOBEE;privé sous contrat;119.6;30.7;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.61523959752792, 0.755301899250303
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76351;LE HAVRE;0761699J;COLLEGE IRENE JOLIOT CURIE;public;99.7;35.2;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.494421127348915, 0.1212046022083526
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76035;AUMALE;0761722J;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;108.1;29.4;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.768733090214525, 1.7515094522292074
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76095;BIHOREL;0761724L;COLLEGE PRIVE SAINT VICTRICE;privé sous contrat;131.4;30.8;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.45908087061177, 1.1146647841087738
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76216;DEVILLE LES ROUEN;0761727P;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;118.6;29.5;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.46107259962628, 1.0519112182303887
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76302;GODERVILLE;0761741E;COLLEGE ANDRE GIDE;public;101.3;28.4;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.64545782318406, 0.3609208398614673
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76351;LE HAVRE;0761782Z;COLLEGE EUGENE VARLIN;public;72.0;22.7;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.51609891829551, 0.17156939942641686
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76397;LONGUEVILLE SUR SCIE;0762086E;COLLEGE JEAN MALAURIE;public;101.7;29.4;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.79278699173242, 1.1160921392292271
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76157;CANTELEU;0762089H;COLLEGE CHARLES GOUNOD;public;83.1;29.0;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.454305751418985, 1.0326899176521405
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76322;LE GRAND QUEVILLY;0762093M;COLLEGE EDOUARD BRANLY;public;90.6;30.1;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.413670447906206, 1.055925440718557
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76575;SAINT ETIENNE DU ROUVRAY;0762132E;COLLEGE ROBESPIERRE;public;71.2;19.3;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.39673043511122, 1.0680494706698562
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76351;LE HAVRE;0762173Z;COLLEGE MARCEL PAGNOL;public;74.1;19.0;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.49132678867635, 0.14047306390423073
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76263;LA FEUILLIE;0762177D;COLLEGE LA HETRAIE;public;106.3;28.8;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.461303466165006, 1.5157784951351778
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76540;ROUEN;0762178E;COLLEGE BARBEY D AUREVILLY;public;124.3;39.9;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.4464039294681, 1.0901987343285293
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76179;CLERES;0762197A;COLLEGE JEAN DELACOUR;public;108.5;29.4;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.60206635462068, 1.121597567748902
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76216;DEVILLE LES ROUEN;0762202F;COLLEGE JULES VERNE;public;96.6;33.3;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.4746652142571, 1.0568337750534111
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76217;DIEPPE;0762225F;COLLEGE ALEXANDRE DUMAS;public;101.6;31.2;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.919910984469574, 1.1008297875113713
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76351;LE HAVRE;0762226G;COLLEGE THEOPHILE GAUTIER;public;90.5;25.3;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.51385513465711, 0.09021784341478802
2024-2025;14;28;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76329;GRUCHET LE VALASSE;0762861X;COLLEGE JEAN MONNET;public;90.1;27.6;125.1;100.9;106.1;119.6;99.3;103.3;123.2;97.9;102.5;49.553535956347105, 0.4919581144575008
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77183;LA FERTE SOUS JOUARRE;0770024H;COLLEGE LA ROCHEFOUCAULD;public;97.0;28.5;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.94203128002248, 3.1354831355006794
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77243;LAGNY SUR MARNE;0770027L;COLLEGE MARCEL RIVIERE;public;111.2;37.1;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.878176730145825, 2.7224828197663347
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77458;SOUPPES SUR LOING;0770048J;COLLEGE EMILE CHEVALLIER;public;93.7;28.0;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.17733621470036, 2.7344055737542456
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77482;VARENNES SUR SEINE;0770053P;COLLEGE ELSA TRIOLET;public;100.9;32.1;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.37280173455368, 2.934412154258869
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77284;MEAUX;0771029A;COLLEGE HENRI DUNANT;public;84.7;29.2;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.945505414466616, 2.897457314285616
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77379;PROVINS;0771216D;COLLEGE PRIVE SAINTE CROIX;privé sous contrat;125.5;28.5;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.561954462586996, 3.2938102525126074
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77288;MELUN;0771220H;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;135.9;28.7;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.53788516101027, 2.661312224633935
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77131;COULOMMIERS;0771233X;COLLEGE PRIVE SAINTE FOY;privé sous contrat;121.7;28.4;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.81064762905608, 3.084049990692792
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77294;MITRY MORY;0771331D;COLLEGE PAUL LANGEVIN;public;87.9;26.4;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.972567445492686, 2.650483079297937
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77350;OZOIR LA FERRIERE;0771334G;COLLEGE GERARD PHILIPE;public;108.7;35.2;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.7655866379138, 2.6767326348989546
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77186;FONTAINEBLEAU;0771424E;COLLEGE LUCIEN CEZARD;public;130.0;34.3;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.41069543514517, 2.706205461581368
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77108;CHELLES;0771471F;COLLEGE PIERRE WECZERKA;public;95.9;33.9;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.87890133641777, 2.5883600422808892
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77122;COMBS LA VILLE;0771475K;COLLEGE LES AULNES;public;101.1;31.5;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.661839743531004, 2.562579116940276
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77333;NEMOURS;0771478N;COLLEGE ARTHUR RIMBAUD;public;87.0;29.4;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.26253162624913, 2.710368971448197
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77176;FAREMOUTIERS;0771519H;COLLEGE LOUISE MICHEL;public;113.4;29.6;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.80220420929542, 2.984675360363589
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77296;MOISSY CRAMAYEL;0771618R;COLLEGE LES MAILLETTES;public;93.0;30.4;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.623866275210915, 2.588544875994292
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77183;LA FERTE SOUS JOUARRE;0771659K;COLLEGE LA PLAINE DES GLACIS;public;102.7;30.3;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.9371338525202, 3.129877987200726
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77243;LAGNY SUR MARNE;0771918S;COLLEGE PRIVE SAINT LAURENT LA PAIX NOTRE DAME;privé sous contrat;143.0;27.3;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.873855447267104, 2.7062370384606957
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77284;MEAUX;0771921V;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;129.8;29.6;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.96635469968494, 2.879523321202027
