Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470445D;ECOLE PRIMAIRE;47312;TOURNON D AGENAIS;public;102.4
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470447F;ECOLE PRIMAIRE;47315;TRENTELS;public;95.8
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470517G;ECOLE PRIMAIRE;47152;LOUGRATTE;public;106.5
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470548R;ECOLE ELEMENTAIRE;47265;SAINT PASTOUR;public;91.9
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470552V;ECOLE ELEMENTAIRE ANDRE BOUDARD;47252;SAINTE LIVRADE SUR LOT;public;79.1
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470588J;ECOLE ELEMENTAIRE;47090;ESPIENS;public;105.8
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470593P;ECOLE PRIMAIRE;47102;FRANCESCAS;public;107.7
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470595S;ECOLE ELEMENTAIRE;47104;FREGIMONT;public;105.4
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470602Z;ECOLE ELEMENTAIRE;47125;LACEPEDE;public;94.5
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470604B;ECOLE ELEMENTAIRE;47129;LAGARRIGUE;public;100.0
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470683M;ECOLE PRIVEE FELIX AUNAC;47001;AGEN;privé sous contrat;121.3
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470689U;ECOLE PRIVEE SAINTE ANNE;47097;FEUGAROLLES;privé sous contrat;104.2
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470693Y;ECOLE PRIVEE SAINTE FOY;47157;MARMANDE;privé sous contrat;91.6
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470695A;ECOLE PRIVEE JEANNE D ARC;47323;VILLENEUVE SUR LOT;privé sous contrat;102.9
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470727K;ECOLE PRIMAIRE PAUL LANGEVIN;47001;AGEN;public;65.6
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470750K;ECOLE PRIMAIRE JEAN JAURES;47106;FUMEL;public;84.4
2018-2019;BORDEAUX;047;LOT-ET-GARONNE;0470836D;ECOLE PRIMAIRE;47142;LAUZUN;public;91.0
2018-2019;MONTPELLIER;048;LOZERE;0480108G;ECOLE PRIMAIRE;48002;ALBARET SAINTE MARIE;public;107.1
2018-2019;MONTPELLIER;048;LOZERE;0480206N;ECOLE PRIMAIRE SIMONE VEIL;48095;MENDE;public;126.6
2018-2019;MONTPELLIER;048;LOZERE;0480541C;ECOLE PRIMAIRE PRIVEE SAINTE ANGELE;48099;BOURGS SUR COLAGNE;privé sous contrat;111.5
2018-2019;MONTPELLIER;048;LOZERE;0480581W;ECOLE PRIMAIRE (AUMONT AUBRAC);48009;PEYRE EN AUBRAC;public;105.7
2018-2019;MONTPELLIER;048;LOZERE;0480588D;ECOLE ELEMENTAIRE SUZETTE AGULHON;48061;FLORAC TROIS RIVIERES;public;105.1
2018-2019;MONTPELLIER;048;LOZERE;0480659F;ECOLE PRIMAIRE;48080;LANGOGNE;public;100.4
2018-2019;MONTPELLIER;048;LOZERE;0480667P;ECOLE PRIMAIRE GROUPE SCOLAIRE;48140;SAINT CHELY D APCHER;public;108.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490147U;ECOLE PRIMAIRE LOUIS FROGER;49022;BEAULIEU SUR LAYON;public;114.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490175Z;ECOLE ELEMENTAIRE LES GRANDES MAULEVRIES;49007;ANGERS;public;98.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490184J;ECOLE PRIMAIRE D APPLICATION PIERRE LOUIS LEBAS;49007;ANGERS;public;130.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490199A;ECOLE ELEMENTAIRE PAUL VALERY;49007;ANGERS;public;63.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490201C;ECOLE ELEMENTAIRE JOSEPH CUSSONNEAU;49007;ANGERS;public;125.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490206H;ECOLE PRIMAIRE LES SABLONNETTES;49345;BELLEVIGNE EN LAYON;public;114.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490249E;ECOLE PRIMAIRE LES SALAMANDRES;49130;ECUILLE;public;116.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490256M;ECOLE PRIMAIRE MAURICE LUDARD;49220;MORANNES SUR SARTHE DAUMERAY;public;90.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490269B;ECOLE ELEMENTAIRE PAUL FORT;49353;TRELAZE;public;76.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490280N;ECOLE PRIMAIRE JACQUES PREVERT;49246;LES PONTS DE CE;public;108.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490283S;ECOLE PRIMAIRE DE LA PETITE LOIRE;49029;BLAISON SAINT SULPICE;public;112.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490325M;ECOLE PRIMAIRE LA VALLEE;49021;BEAUFORT EN ANJOU;public;98.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490326N;ECOLE PRIMAIRE DU TERTRE;49138;LES BOIS D ANJOU;public;107.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490336Z;ECOLE PRIMAIRE LA SOURCE;49082;CHAUDEFONDS SUR LAYON;public;119.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490368J;ECOLE ELEMENTAIRE RENE GOSCINNY;49183;VAL D ERDRE AUXENCE;public;96.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490370L;ECOLE PRIMAIRE LEONARD DE VINCI;49026;BECON LES GRANITS;public;102.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490372N;ECOLE PRIMAIRE JULES VERNE;49183;VAL D ERDRE AUXENCE;public;101.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490383A;ECOLE ELEMENTAIRE PARADIS;49099;CHOLET;public;108.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490406A;ECOLE ELEMENTAIRE VICTOR HUGO;49301;SEVREMOINE;public;100.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490451Z;ECOLE ELEMENTAIRE LES VERCHERS SUR LAYON;49125;DOUE EN ANJOU;public;96.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490463M;ECOLE PRIMAIRE MERON;49215;MONTREUIL BELLAY;public;92.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490471W;ECOLE PRIMAIRE LES ARCADES;49364;VAUDELNAY;public;95.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490565Y;ECOLE ELEMENTAIRE LES COLIBRIS;49065;LES HAUTS D ANJOU;public;89.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490583T;ECOLE PRIMAIRE LE PETIT ANJOU;49008;ANGRIE;public;96.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490585V;ECOLE ELEMENTAIRE EDMOND GIRARD;49176;LE LION D ANGERS;public;111.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490635Z;ECOLE PRIMAIRE DE LA SOURCE;49086;TERRANJOU;public;114.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490639D;ECOLE PRIMAIRE LE PETIT VIVIER;49035;BOUCHEMAINE;public;129.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490640E;ECOLE PRIMAIRE LES BASSES VALLEES;49055;CANTENAY EPINARD;public;127.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490645K;ECOLE PRIMAIRE ALPHONSE DAUDET;49132;ETRICHE;public;96.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490663E;ECOLE PRIMAIRE RENE GUY CADOU;49292;VAL DU LAYON;public;120.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490664F;ECOLE PRIMAIRE LES GRANDS CHENES;49298;SAINT LEGER DES BOIS;public;125.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490667J;ECOLE PRIMAIRE DU JARDIN EXTRAORDINAIRE;49244;MAUGES SUR LOIRE;public;77.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490707C;ECOLE ELEMENTAIRE ALEXANDRE PAIN;49182;LOURESSE ROCHEMENIER;public;101.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490713J;ECOLE ELEMENTAIRE;49113;COURCHAMPS;public;97.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490737K;ECOLE PRIMAIRE;49045;LA BREILLE LES PINS;public;87.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490743S;ECOLE PRIMAIRE QUERRE;49065;LES HAUTS D ANJOU;public;102.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490748X;ECOLE ELEMENTAIRE LES TROIS PLUMES;49331;SEGRE EN ANJOU BLEU;public;100.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490758H;ECOLE PRIMAIRE LES QUENIAUX DE MONTREUIL;49217;MONTREUIL SUR MAINE;public;107.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0490780G;ECOLE ELEMENTAIRE MOLIERE;49099;CHOLET;public;119.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491045V;ECOLE PRIMAIRE NICOLAS CONDORCET;49338;SOULAINES SUR AUBANCE;public;114.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491054E;ECOLE PRIMAIRE JEAN DE LA FONTAINE;49328;SAUMUR;public;102.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491056G;ECOLE PRIMAIRE DU TILLEUL;49018;BAUGE EN ANJOU;public;96.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491086P;ECOLE PRIMAIRE PRIVEE BELLEFONTAINE;49007;ANGERS;privé sous contrat;117.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491091V;ECOLE PRIMAIRE PRIVEE SAINT ANDRE;49328;SAUMUR;privé sous contrat;119.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491092W;ECOLE ELEMENTAIRE PRIVEE SAINT LOUIS;49328;SAUMUR;privé sous contrat;114.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491105K;ECOLE PRIMAIRE PRIVEE SAINT PAUL LES GENETS;49007;ANGERS;privé sous contrat;114.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491113U;ECOLE PRIMAIRE PRIVEE SAINT FRANCOIS XAVIER;49065;LES HAUTS D ANJOU;privé sous contrat;102.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491139X;ECOLE ELEMENTAIRE PRIVEE SACRE COEUR ND DU THENAIS;49180;LONGUE JUMELLES;privé sous contrat;102.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491147F;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;49194;MAZE MILON;privé sous contrat;112.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491157S;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;49018;BAUGE EN ANJOU;privé sous contrat;106.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491167C;ECOLE PRIMAIRE PRIVEE SAINT GABRIEL;49086;TERRANJOU;privé sous contrat;111.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491179R;ECOLE PRIMAIRE PRIVEE SAINT FLORENT;49362;VARRAINS;privé sous contrat;109.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491185X;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE NANTILLY;49328;SAUMUR;privé sous contrat;102.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491191D;ECOLE PRIMAIRE PRIVEE NOTRE DAME;49218;MONTREVAULT SUR EVRE;privé sous contrat;96.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491198L;ECOLE ELEMENTAIRE PRIVEE SAINTE THERESE;49218;MONTREVAULT SUR EVRE;privé sous contrat;100.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491217G;ECOLE ELEMENTAIRE PRIVEE SACRE COEUR;49329;SAVENNIERES;privé sous contrat;112.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491232Y;ECOLE PRIMAIRE PRIVEE SAINT CHRISTOPHE;49244;MAUGES SUR LOIRE;privé sous contrat;101.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491249S;ECOLE ELEMENTAIRE PRIVEE SAINTE MONIQUE;49266;SAINT AUGUSTIN DES BOIS;privé sous contrat;101.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491259C;ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH;49259;ROCHEFORT SUR LOIRE;privé sous contrat;121.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491264H;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;49301;SEVREMOINE;privé sous contrat;104.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491268M;ECOLE PRIMAIRE PRIVEE ARCHE DE NOE;49301;SEVREMOINE;privé sous contrat;103.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491283D;ECOLE PRIMAIRE PRIVEE GRAINS DE SOLEIL;49301;SEVREMOINE;privé sous contrat;105.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491286G;ECOLE ELEMENTAIRE PRIVEE NOTRE DAME;49069;OREE D ANJOU;privé sous contrat;103.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491305C;ECOLE PRIMAIRE PRIVEE JOSEPH GIRARD;49023;BEAUPREAU EN MAUGES;privé sous contrat;97.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491316P;ECOLE ELEMENTAIRE PRIVEE NOTRE DAME (MARANS);49331;SEGRE EN ANJOU BLEU;privé sous contrat;88.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491332G;ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH;49331;SEGRE EN ANJOU BLEU;privé sous contrat;98.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491340R;ECOLE PRIMAIRE PRIVEE BEL AIR;49248;OMBREE D ANJOU;privé sous contrat;82.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491348Z;ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH (POUANCE);49248;OMBREE D ANJOU;privé sous contrat;106.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491370Y;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;49323;VERRIERES EN ANJOU;privé sous contrat;119.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491390V;ECOLE PRIMAIRE PRIVEE LES TEMPLIERS;49132;ETRICHE;privé sous contrat;109.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491406M;ECOLE PRIMAIRE PRIVEE SAINT ETIENNE;49020;BEAUCOUZE;privé sous contrat;125.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491435U;ECOLE PRIMAIRE PRIVEE SAINT VINCENT;49050;BRISSAC LOIRE AUBANCE;privé sous contrat;126.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491448H;ECOLE PRIMAIRE PRIVEE LE PRIEURE;49222;MOZE SUR LOUET;privé sous contrat;119.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491450K;ECOLE PRIMAIRE PRIVEE SAINT GERMAIN;49167;LES GARENNES SUR LOIRE;privé sous contrat;126.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491454P;ECOLE PRIMAIRE PRIVEE SAINT AUBIN;49246;LES PONTS DE CE;privé sous contrat;108.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491462Y;ECOLE PRIMAIRE PRIVEE;49167;LES GARENNES SUR LOIRE;privé sous contrat;114.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491467D;ECOLE PRIMAIRE PRIVEE LES TILLEULS;49299;SAINT LEGER SOUS CHOLET;privé sous contrat;114.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491469F;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;49269;SAINT CHRISTOPHE DU BOIS;privé sous contrat;112.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491484X;ECOLE PRIMAIRE PRIVEE SAINT FRANCOIS D ASSISE;49092;CHEMILLE EN ANJOU;privé sous contrat;103.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491495J;ECOLE PRIMAIRE PRIVEE (ARC EN CIEL);49092;CHEMILLE EN ANJOU;privé sous contrat;99.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491512C;ECOLE PRIMAIRE PRIVEE SAINT ANTOINE;49007;ANGERS;privé sous contrat;111.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491513D;ECOLE PRIMAIRE PRIVEE SAINT SERGE;49007;ANGERS;privé sous contrat;125.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491525S;ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH SAINT MARTIN;49023;BEAUPREAU EN MAUGES;privé sous contrat;113.4
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491527U;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH (VIHIERS);49373;LYS HAUT LAYON;privé sous contrat;96.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491533A;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH (TIGNE);49373;LYS HAUT LAYON;privé sous contrat;98.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491552W;ECOLE ELEMENTAIRE PRIVEE NOTRE DAME DU BRETONNAIS;49099;CHOLET;privé sous contrat;126.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491562G;ECOLE PRIMAIRE PRIVEE;49352;TOUTLEMONDE;privé sous contrat;102.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491593R;ECOLE PRIMAIRE PRIVEE LE SACRE COEUR;49307;LOIRE AUTHION;privé sous contrat;120.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491615P;ECOLE PRIMAIRE;49369;VERNOIL LE FOURRIER;public;89.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491630F;ECOLE ELEMENTAIRE LES PIERRES BLEUES;49331;SEGRE EN ANJOU BLEU;public;94.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491636M;ECOLE PRIMAIRE DE LA COLLINE;49188;MARCE;public;117.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491638P;ECOLE ELEMENTAIRE JEAN BAPTISTE LULLY;49283;SAINT GEORGES SUR LOIRE;public;116.5
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491658L;ECOLE PRIMAIRE LES P TITS CURIEUX;49068;CHAMPTOCE SUR LOIRE;public;105.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491659M;ECOLE PRIMAIRE L OMBREE;49248;OMBREE D ANJOU;public;84.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491683N;ECOLE PRIMAIRE CAMILLE CLAUDEL;49373;LYS HAUT LAYON;public;88.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491686S;ECOLE ELEMENTAIRE;49247;LA POSSONNIERE;public;118.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491690W;ECOLE PRIMAIRE ST EXUPERY;49200;LONGUENEE EN ANJOU;public;108.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491694A;ECOLE ELEMENTAIRE LA BOURIE FRENIERE;49099;CHOLET;public;101.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491702J;ECOLE PRIMAIRE PRIVEE NOTRE DAME DU CHENE ROND;49099;CHOLET;privé sous contrat;115.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491717A;ECOLE ELEMENTAIRE MAURICE GENEVOIX;49201;LA MENITRE;public;110.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491725J;ECOLE ELEMENTAIRE JACQUES PREVERT;49020;BEAUCOUZE;public;116.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491744E;ECOLE PRIMAIRE LE CHATEAU;49035;BOUCHEMAINE;public;111.9
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491775N;ECOLE PRIMAIRE LE GRAND NOYER;49163;JARZE VILLAGES;public;103.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491845P;ECOLE ELEMENTAIRE JACQUES PREVERT;49007;ANGERS;public;70.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491848T;ECOLE ELEMENTAIRE SAINT EXUPERY;49099;CHOLET;public;108.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491868P;ECOLE PRIMAIRE;49123;DISTRE;public;107.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491876Y;ECOLE ELEMENTAIRE LE TERTRE;49323;VERRIERES EN ANJOU;public;111.1
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491889M;ECOLE PRIMAIRE ALFRED DE MUSSET;49271;SAINT CLEMENT DE LA PLACE;public;107.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491892R;ECOLE PRIMAIRE JACQUES CARTIER;49339;SOULAIRE ET BOURG;public;115.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491904D;ECOLE PRIMAIRE RENE BROSSARD;49007;ANGERS;public;96.7
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491909J;ECOLE ELEMENTAIRE JULES FERRY;49023;BEAUPREAU EN MAUGES;public;98.2
2018-2019;NANTES;049;MAINE-ET-LOIRE;0491910K;ECOLE ELEMENTAIRE LA BRUYERE;49099;CHOLET;public;92.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0492008S;ECOLE PRIMAIRE ANTOINE DE SAINT EXUPERY;49015;AVRILLE;public;117.8
2018-2019;NANTES;049;MAINE-ET-LOIRE;0492012W;ECOLE PRIMAIRE GEORGES LAPIERRE;49023;BEAUPREAU EN MAUGES;public;101.3
2018-2019;NANTES;049;MAINE-ET-LOIRE;0492014Y;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE L ADEZIERE;49015;AVRILLE;privé sous contrat;134.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0492039A;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;49007;ANGERS;privé sous contrat;119.6
2018-2019;NANTES;049;MAINE-ET-LOIRE;0492254J;ECOLE PRIMAIRE BOIS DE MOLLIERES;49007;ANGERS;public;120.0
2018-2019;NANTES;049;MAINE-ET-LOIRE;0492336Y;ECOLE PRIMAIRE M ET A RAYNEAU;49023;BEAUPREAU EN MAUGES;public;103.5
2018-2019;CAEN;050;MANCHE;0500167K;ECOLE PRIMAIRE DES 7 LIEUX;50522;SAINT MAURICE EN COTENTIN;public;103.2
2018-2019;CAEN;050;MANCHE;0500191L;ECOLE PRIMAIRE LOUIS DESMARES (TONNEVILLE);50041;LA HAGUE;public;113.7
2018-2019;CAEN;050;MANCHE;0500206C;ECOLE PRIMAIRE DE LA CABANE FLEURIE;50217;LE GRAND CELLAND;public;97.5
2018-2019;CAEN;050;MANCHE;0500226Z;ECOLE PRIMAIRE JACQUES PREVERT;50109;CERENCES;public;92.0
2018-2019;CAEN;050;MANCHE;0500229C;ECOLE PRIMAIRE;50143;COUDEVILLE SUR MER;public;110.2
2018-2019;CAEN;050;MANCHE;0500248Y;ECOLE PRIMAIRE;50369;NEGREVILLE;public;101.4
2018-2019;CAEN;050;MANCHE;0500254E;ECOLE PRIMAIRE;50435;ROCHEVILLE;public;102.1
2018-2019;CAEN;050;MANCHE;0500346E;ECOLE ELEMENTAIRE GIBERT ZOLA;50129;CHERBOURG EN COTENTIN;public;107.6
2018-2019;CAEN;050;MANCHE;0500389B;ECOLE PRIMAIRE RENE HARDY;50543;SAINT QUENTIN SUR LE HOMME;public;101.6
2018-2019;CAEN;050;MANCHE;0500419J;ECOLE PRIMAIRE ERIC TABARLY;50066;JULLOUVILLE;public;110.7
2018-2019;CAEN;050;MANCHE;0500529D;ECOLE PRIMAIRE;50643;VIRANDEVILLE;public;108.2
2018-2019;CAEN;050;MANCHE;0500553E;ECOLE PRIMAIRE;50230;HARDINVAST;public;108.4
2018-2019;CAEN;050;MANCHE;0500556H;ECOLE PRIMAIRE LA SAIRE;50305;LE MESNIL AU VAL;public;108.1
2018-2019;CAEN;050;MANCHE;0500581K;ECOLE PRIMAIRE;50048;BESLON;public;88.3
2018-2019;CAEN;050;MANCHE;0500600F;ECOLE PRIMAIRE;50181;FEUGERES;public;84.9
2018-2019;CAEN;050;MANCHE;0500618A;ECOLE PRIMAIRE;50083;BRICQUEBOSQ;public;105.1
2018-2019;CAEN;050;MANCHE;0500736D;ECOLE PRIMAIRE;50556;SAINTE SUZANNE SUR VIRE;public;109.7
2018-2019;CAEN;050;MANCHE;0500834K;ECOLE PRIMAIRE ANDRE BOUYER;50498;SAINT JOSEPH;public;110.5
2018-2019;CAEN;050;MANCHE;0500909S;ECOLE PRIMAIRE;50588;TAMERVILLE;public;96.4
2018-2019;CAEN;050;MANCHE;0500911U;ECOLE PRIMAIRE DELISLE TOCQUEVILLE;50615;VALOGNES;public;110.8
2018-2019;CAEN;050;MANCHE;0500916Z;ECOLE PRIMAIRE;50060;LA BLOUTIERE;public;98.7
2018-2019;CAEN;050;MANCHE;0501138R;ECOLE PRIMAIRE;50605;TRELLY;public;104.3
2018-2019;CAEN;050;MANCHE;0501252P;ECOLE PRIMAIRE PIERRE ET MARIE CURIE;50218;GRANVILLE;public;74.2
2018-2019;CAEN;050;MANCHE;0501257V;ECOLE PRIMAIRE LE CHAT PERCHE;50236;LA HAYE;public;90.0
2018-2019;CAEN;050;MANCHE;0501269H;ECOLE PRIMAIRE JULIEN BODIN (MARIGNY);50292;MARIGNY LE LOZON;public;109.0
2018-2019;CAEN;050;MANCHE;0501271K;ECOLE PRIMAIRE;50349;MONTMARTIN SUR MER;public;118.1
2018-2019;CAEN;050;MANCHE;0501307Z;ECOLE PRIVEE SAINT JOSEPH;50025;AVRANCHES;privé sous contrat;110.4
2018-2019;CAEN;050;MANCHE;0501345R;ECOLE PRIVEE SAINTE MARIE;50236;LA HAYE;privé sous contrat;96.3
2018-2019;CAEN;050;MANCHE;0501346S;ECOLE PRIVEE SAINT MICHEL;50237;LA HAYE PESNEL;privé sous contrat;96.5
2018-2019;CAEN;050;MANCHE;0501350W;ECOLE PRIVEE NOTRE DAME;50292;MARIGNY LE LOZON;privé sous contrat;104.6
2018-2019;CAEN;050;MANCHE;0501389N;ECOLE PRIVEE SAINT MARTIN;50582;SOURDEVAL;privé sous contrat;90.9
2018-2019;CAEN;050;MANCHE;0501393T;ECOLE PRIVEE DU SACRE COEUR;50601;TORIGNY LES VILLES;privé sous contrat;106.7
2018-2019;CAEN;050;MANCHE;0501401B;ECOLE PRIMAIRE PRIVEE INSTITUTION NOTRE DAME;50639;VILLEDIEU LES POELES ROUFFIGNY;privé sous contrat;101.7
2018-2019;CAEN;050;MANCHE;0501414R;ECOLE PRIMAIRE;50378;NOTRE DAME DE CENILLY;public;87.0
2018-2019;CAEN;050;MANCHE;0501435N;ECOLE PRIMAIRE;50474;SAINT GEORGES DE ROUELLEY;public;98.2
2018-2019;AIX-MARSEILLE;084;VAUCLUSE;0840920U;ECOLE PRIMAIRE MARCEL RIPERT;84080;MONTEUX;public;94.4
2018-2019;AIX-MARSEILLE;084;VAUCLUSE;0840972A;ECOLE PRIMAIRE QUINTINE;84031;CARPENTRAS;public;76.2
