Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2018-2019;BESANCON;025;DOUBS;0250671U;ECOLE PRIMAIRE JULES GROSJEAN;25388;MONTBELIARD;public;114.3
2018-2019;BESANCON;025;DOUBS;0250719W;ECOLE PRIMAIRE;25410;MORRE;public;115.4
2018-2019;BESANCON;025;DOUBS;0250731J;ECOLE PRIMAIRE;25417;NAISEY LES GRANGES;public;116.6
2018-2019;BESANCON;025;DOUBS;0250852R;ECOLE PRIMAIRE;25518;SAINT HILAIRE;public;105.5
2018-2019;BESANCON;025;DOUBS;0250914H;ECOLE ELEMENTAIRE LAVOISIER;25578;VALDAHON;public;107.5
2018-2019;BESANCON;025;DOUBS;0250937H;ECOLE PRIMAIRE INTERCOMMUNALE DE LA HAUTE JOUX;25592;VAUX ET CHANTEGRUE;public;103.7
2018-2019;BESANCON;025;DOUBS;0250946T;ECOLE ELEMENTAIRE;25601;VERCEL VILLEDIEU LE CAMP;public;104.0
2018-2019;BESANCON;025;DOUBS;0250955C;ECOLE PRIMAIRE;25609;VERRIERES DE JOUX;public;116.2
2018-2019;BESANCON;025;DOUBS;0251143G;ECOLE PRIMAIRE PRIVEE SAINT JEAN;25056;BESANCON;privé sous contrat;119.0
2018-2019;BESANCON;025;DOUBS;0251225W;ECOLE PRIMAIRE LOUIS PERGAUD;25462;PONTARLIER;public;83.0
2018-2019;BESANCON;025;DOUBS;0251227Y;ECOLE ELEMENTAIRE DU BREUIL;25505;ROUGEMONT;public;94.2
2018-2019;BESANCON;025;DOUBS;0251229A;ECOLE PRIMAIRE LES GENTIANES;25512;LE RUSSEY;public;93.5
2019-2020;GRENOBLE;007;ARDECHE;0071035M;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;07349;LA VOULTE SUR RHONE;privé sous contrat;105.2
2019-2020;GRENOBLE;007;ARDECHE;0071036N;ECOLE PRIMAIRE PRIVEE;07102;GUILHERAND GRANGES;privé sous contrat;114.6
2019-2020;GRENOBLE;007;ARDECHE;0071055J;ECOLE PRIMAIRE PRIVEE A DE SAINT EXUPERY;07261;SAINT LAURENT DU PAPE;privé sous contrat;108.6
2019-2020;GRENOBLE;007;ARDECHE;0071062S;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;07293;SAINT ROMAIN DE LERPS;privé sous contrat;110.0
2019-2020;GRENOBLE;007;ARDECHE;0071068Y;ECOLE PRIMAIRE PRIVEE SAINT LOUIS;07319;LE TEIL;privé sous contrat;103.6
2019-2020;GRENOBLE;007;ARDECHE;0071070A;ECOLE PRIMAIRE PRIVEE;07341;VILLENEUVE DE BERG;privé sous contrat;101.1
2019-2020;GRENOBLE;007;ARDECHE;0071087U;ECOLE PRIMAIRE PRIVEE;07134;LAURAC EN VIVARAIS;privé sous contrat;95.8
2019-2020;GRENOBLE;007;ARDECHE;0071093A;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;07201;RUOMS;privé sous contrat;106.8
2019-2020;GRENOBLE;007;ARDECHE;0071109T;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;07339;VESSEAUX;privé sous contrat;97.4
2019-2020;GRENOBLE;007;ARDECHE;0071111V;ECOLE ELEMENTAIRE;07070;CORNAS;public;100.7
2019-2020;GRENOBLE;007;ARDECHE;0071112W;ECOLE ELEMENTAIRE;07076;CRUAS;public;101.9
2019-2020;GRENOBLE;007;ARDECHE;0071117B;ECOLE ELEMENTAIRE QUAI;07281;SAINT PERAY;public;114.6
2019-2020;GRENOBLE;007;ARDECHE;0071135W;ECOLE PRIMAIRE;07107;JAUJAC;public;117.0
2019-2020;GRENOBLE;007;ARDECHE;0071138Z;ECOLE ELEMENTAIRE;07138;LAVILLEDIEU;public;104.4
2019-2020;GRENOBLE;007;ARDECHE;0071146H;ECOLE PRIMAIRE;07296;SAINT SERNIN;public;95.6
2019-2020;GRENOBLE;007;ARDECHE;0071147J;ECOLE PRIMAIRE;07264;SAINT MARCEL D ARDECHE;public;102.4
2019-2020;GRENOBLE;007;ARDECHE;0071152P;ECOLE PRIMAIRE;07291;SAINT REMEZE;public;103.1
2019-2020;GRENOBLE;007;ARDECHE;0071155T;ECOLE PRIMAIRE PRIVEE SAINT REGIS;07346;VIVIERS;privé sous contrat;105.4
2019-2020;GRENOBLE;007;ARDECHE;0071163B;ECOLE ELEMENTAIRE FONT CHEVALIER;07010;ANNONAY;public;74.0
2019-2020;GRENOBLE;007;ARDECHE;0071172L;ECOLE ELEMENTAIRE VAN GOGH;07010;ANNONAY;public;99.1
2019-2020;GRENOBLE;007;ARDECHE;0071179U;ECOLE PRIMAIRE;07255;SAINT JULIEN EN SAINT ALBAN;public;106.0
2019-2020;GRENOBLE;007;ARDECHE;0071210C;ECOLE ELEMENTAIRE APPLICATION ROSA PARKS;07186;PRIVAS;public;107.8
2019-2020;GRENOBLE;007;ARDECHE;0071216J;ECOLE ELEMENTAIRE;07055;CHARMES SUR RHONE;public;106.9
2019-2020;GRENOBLE;007;ARDECHE;0071267P;ECOLE ELEMENTAIRE LE MAZET;07102;GUILHERAND GRANGES;public;113.0
2019-2020;GRENOBLE;007;ARDECHE;0071268R;ECOLE ELEMENTAIRE LES CITES;07349;LA VOULTE SUR RHONE;public;93.9
2019-2020;GRENOBLE;007;ARDECHE;0071341V;ECOLE PRIMAIRE;07261;SAINT LAURENT DU PAPE;public;124.7
2019-2020;GRENOBLE;007;ARDECHE;0071354J;ECOLE ELEMENTAIRE;07331;VALS LES BAINS;public;99.7
2019-2020;GRENOBLE;007;ARDECHE;0071391Z;ECOLE PRIMAIRE LE PONT;07325;UCEL;public;99.4
2019-2020;REIMS;008;ARDENNES;0080146R;ECOLE PRIMAIRE;08349;PURE;public;80.5
2019-2020;REIMS;008;ARDENNES;0080150V;ECOLE PRIMAIRE;08419;SIGNY L ABBAYE;public;90.5
2019-2020;REIMS;008;ARDENNES;0080179B;ECOLE PRIMAIRE;08303;MONTHOIS;public;96.1
2019-2020;REIMS;008;ARDENNES;0080185H;ECOLE PRIMAIRE;08354;RAUCOURT ET FLABA;public;83.0
2019-2020;REIMS;008;ARDENNES;0080205E;ECOLE PRIMAIRE;08078;BOURG FIDELE;public;88.7
2019-2020;REIMS;008;ARDENNES;0080234L;ECOLE PRIMAIRE DU PETIT JOUR;08298;MONTCY NOTRE DAME;public;118.4
2019-2020;REIMS;008;ARDENNES;0080283P;ECOLE PRIMAIRE;08284;LES MAZURES;public;103.9
2019-2020;REIMS;008;ARDENNES;0080318C;ECOLE PRIMAIRE KENNEDY / JEAN JAURES;08105;CHARLEVILLE MEZIERES;public;103.7
2019-2020;REIMS;008;ARDENNES;0080344F;ECOLE ELEMENTAIRE DU PLATEAU;08480;VILLERS SEMEUSE;public;96.5
2019-2020;REIMS;008;ARDENNES;0080365D;ECOLE PRIMAIRE SAINT JULIEN;08105;CHARLEVILLE MEZIERES;public;82.3
2019-2020;REIMS;008;ARDENNES;0080374N;ECOLE PRIMAIRE BAUDIN;08105;CHARLEVILLE MEZIERES;public;78.6
2019-2020;REIMS;008;ARDENNES;0080379U;ECOLE PRIMAIRE PIERRE BROSSOLETTE;08105;CHARLEVILLE MEZIERES;public;67.6
2019-2020;REIMS;008;ARDENNES;0080448U;ECOLE PRIMAIRE ABEL DODEMAN;08490;VOUZIERS;public;88.3
2019-2020;REIMS;008;ARDENNES;0080491R;ECOLE PRIMAIRE LOUIS JOUVET;08362;RETHEL;public;94.3
2019-2020;REIMS;008;ARDENNES;0080545Z;ECOLE PRIMAIRE DU PRE VERS L AISNE;08024;ASFELD;public;103.2
2019-2020;REIMS;008;ARDENNES;0080555K;ECOLE ELEMENTAIRE;08472;VIEL SAINT REMY;public;100.4
2019-2020;REIMS;008;ARDENNES;0080559P;ECOLE PRIMAIRE;08402;SAULCES MONCLIN;public;99.5
2019-2020;REIMS;008;ARDENNES;0080606R;ECOLE PRIMAIRE PIERRE CONGAR / FOND DE GIVONNE;08409;SEDAN;public;109.6
2019-2020;REIMS;008;ARDENNES;0080625L;ECOLE PRIMAIRE VICTOR HUGO;08081;BOGNY SUR MEUSE;public;67.4
2019-2020;REIMS;008;ARDENNES;0080635X;ECOLE PRIMAIRE LOUIS PASTEUR;08218;LES HAUTES RIVIERES;public;80.1
2019-2020;REIMS;008;ARDENNES;0080692J;ECOLE PRIMAIRE;08203;GUIGNICOURT SUR VENCE;public;97.3
2019-2020;REIMS;008;ARDENNES;0080756D;ECOLE PRIMAIRE;08028;AUBRIVES;public;95.5
2019-2020;REIMS;008;ARDENNES;0080759G;ECOLE PRIMAIRE;08122;CHOOZ;public;103.0
2019-2020;REIMS;008;ARDENNES;0080876J;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;08105;CHARLEVILLE MEZIERES;privé sous contrat;124.3
2019-2020;REIMS;008;ARDENNES;0080891A;ECOLE PRIMAIRE LOUIS PASTEUR;08262;LUCQUY;public;94.2
2019-2020;REIMS;008;ARDENNES;0080906S;ECOLE PRIMAIRE JEAN MERMOZ;08362;RETHEL;public;87.1
2019-2020;REIMS;008;ARDENNES;0081003X;ECOLE PRIMAIRE DES CAPUCINES;08105;CHARLEVILLE MEZIERES;public;72.1
2019-2020;TOULOUSE;009;ARIEGE;0090166G;ECOLE PRIMAIRE;09079;CARLA BAYLE;public;88.6
2019-2020;TOULOUSE;009;ARIEGE;0090172N;ECOLE PRIMAIRE;09085;CASTILLON EN COUSERANS;public;98.1
2019-2020;TOULOUSE;009;ARIEGE;0090211F;ECOLE PRIMAIRE;09121;FERRIERES SUR ARIEGE;public;117.9
2019-2020;TOULOUSE;009;ARIEGE;0090216L;ECOLE PRIMAIRE LES BRUILHOLS;09122;FOIX;public;105.7
2019-2020;TOULOUSE;009;ARIEGE;0090219P;ECOLE PRIMAIRE NELSON MANDELA MADIBA;09122;FOIX;public;102.2
2019-2020;TOULOUSE;009;ARIEGE;0090225W;ECOLE PRIMAIRE;09124;LE FOSSAT;public;97.2
2019-2020;TOULOUSE;009;ARIEGE;0090259H;ECOLE ELEMENTAIRE GROUPE 2 GEORGE SAND;09160;LAVELANET;public;82.5
2019-2020;TOULOUSE;009;ARIEGE;0090260J;ECOLE ELEMENTAIRE GROUPE 1 LAMARTINE;09160;LAVELANET;public;86.0
2019-2020;TOULOUSE;009;ARIEGE;0090321A;ECOLE ELEMENTAIRE;09206;MONTFERRIER;public;100.9
2019-2020;TOULOUSE;009;ARIEGE;0090396G;ECOLE PRIMAIRE;09293;SERRES SUR ARGET;public;121.0
2019-2020;TOULOUSE;009;ARIEGE;0090406T;ECOLE ELEMENTAIRE LE PRADELET;09306;TARASCON SUR ARIEGE;public;93.0
2019-2020;TOULOUSE;009;ARIEGE;0090432W;ECOLE PRIMAIRE;09245;RIEUX DE PELLEPORT;public;105.8
2019-2020;TOULOUSE;009;ARIEGE;0090468K;ECOLE ELEMENTAIRE;09269;SAINT MARTIN DE CARALP;public;118.8
2019-2020;TOULOUSE;009;ARIEGE;0090531D;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;09225;PAMIERS;privé sous contrat;91.0
2019-2020;TOULOUSE;009;ARIEGE;0090541P;ECOLE PRIMAIRE GROUPE PAUL BERT;09122;FOIX;public;80.7
2019-2020;REIMS;010;AUBE;0100083L;ECOLE ELEMENTAIRE ARTHUR BUREAU;10033;BAR SUR AUBE;public;81.0
2019-2020;REIMS;010;AUBE;0100085N;ECOLE PRIMAIRE MAURICE VECHIN;10033;BAR SUR AUBE;public;77.8
2019-2020;REIMS;010;AUBE;0100125G;ECOLE PRIMAIRE;10018;AUXON;public;96.2
2019-2020;REIMS;010;AUBE;0100182U;ECOLE ELEMENTAIRE;10083;CHAPPES;public;108.0
2019-2020;REIMS;010;AUBE;0100191D;ECOLE ELEMENTAIRE JEAN JAURES;10081;LA CHAPELLE SAINT LUC;public;63.8
2019-2020;REIMS;010;AUBE;0100219J;ECOLE ELEMENTAIRE;10115;CRENEY PRES TROYES;public;111.0
2019-2020;REIMS;010;AUBE;0100300X;ECOLE PRIMAIRE GROUPE SCOLAIRE PAUL VERLAINE;10193;LESMONT;public;94.4
2019-2020;REIMS;010;AUBE;0100327B;ECOLE PRIMAIRE;10221;MAIZIERES LES BRIENNE;public;91.9
2019-2020;REIMS;010;AUBE;0100335K;ECOLE ELEMENTAIRE;10226;MAROLLES LES BAILLY;public;94.5
2019-2020;REIMS;010;AUBE;0100346X;ECOLE ELEMENTAIRE;10238;MESNIL SAINT PERE;public;109.3
2019-2020;REIMS;010;AUBE;0100347Y;ECOLE ELEMENTAIRE LES GAILLOTS;10239;MESNIL SELLIERES;public;102.5
2019-2020;REIMS;010;AUBE;0100360M;ECOLE ELEMENTAIRE;10251;MONTIGNY LES MONTS;public;105.6
2019-2020;REIMS;010;AUBE;0100370Y;ECOLE PRIMAIRE HENRI CHANTAVOINE;10261;MUSSY SUR SEINE;public;78.0
2019-2020;REIMS;010;AUBE;0100377F;ECOLE ELEMENTAIRE GUSTAVE FLAUBERT;10268;NOGENT SUR SEINE;public;98.9
2019-2020;REIMS;010;AUBE;0100386R;ECOLE PRIMAIRE VICTOR VASARELY;10275;OSSEY LES TROIS MAISONS;public;94.2
2019-2020;REIMS;010;AUBE;0100391W;ECOLE PRIMAIRE;10280;PARS LES ROMILLY;public;93.1
2019-2020;REIMS;010;AUBE;0100411T;ECOLE PRIMAIRE;10298;PONT SUR SEINE;public;86.8
2019-2020;REIMS;010;AUBE;0100428L;ECOLE PRIMAIRE GROUPE SCOLAIRE DE RAMERUPT;10314;RAMERUPT;public;94.7
2019-2020;REIMS;010;AUBE;0100441A;ECOLE ELEMENTAIRE GAMBETTA;10323;ROMILLY SUR SEINE;public;79.2
2019-2020;REIMS;010;AUBE;0100447G;ECOLE PRIMAIRE ROMAIN ROLLAND;10323;ROMILLY SUR SEINE;public;85.8
2019-2020;REIMS;010;AUBE;0100468E;ECOLE PRIMAIRE JEAN MONNET;10340;SAINT GERMAIN;public;99.4
2019-2020;REIMS;010;AUBE;0100479S;ECOLE PRIMAIRE;10344;SAINT LEGER PRES TROYES;public;110.2
2019-2020;REIMS;010;AUBE;0100495J;ECOLE ELEMENTAIRE PIERRE BROSSOLETTE JULES FERRY;10357;SAINT PARRES AUX TERTRES;public;105.2
2019-2020;REIMS;010;AUBE;0100521M;ECOLE PRIMAIRE;10372;SOULAINES DHUYS;public;99.1
2019-2020;REIMS;010;AUBE;0100555Z;ECOLE ELEMENTAIRE DIDEROT;10387;TROYES;public;94.6
2019-2020;REIMS;010;AUBE;0100562G;ECOLE ELEMENTAIRE JACQUES DE LETIN;10387;TROYES;public;82.3
2019-2020;REIMS;010;AUBE;0100567M;ECOLE PRIMAIRE 14 JUILLET;10387;TROYES;public;84.1
2019-2020;REIMS;010;AUBE;0100628D;ECOLE ELEMENTAIRE GROUPE SCOLAIRE DE LA NOXE;10420;VILLENAUXE LA GRANDE;public;89.3
2019-2020;REIMS;010;AUBE;0100647Z;ECOLE ELEMENTAIRE;10433;VILLY EN TRODES;public;102.3
2019-2020;REIMS;010;AUBE;0100721E;ECOLE PRIMAIRE;10080;CHAOURCE;public;96.6
2019-2020;REIMS;010;AUBE;0100725J;ECOLE ELEMENTAIRE;10140;ERVY LE CHATEL;public;85.7
2019-2020;REIMS;010;AUBE;0100727L;ECOLE PRIMAIRE LE GRAND PRE VERT;10209;LUSIGNY SUR BARSE;public;104.8
2019-2020;REIMS;010;AUBE;0100767E;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;10323;ROMILLY SUR SEINE;privé sous contrat;112.7
2019-2020;REIMS;010;AUBE;0100776P;ECOLE ELEMENTAIRE;10224;MARIGNY LE CHATEL;public;107.0
2019-2020;REIMS;010;AUBE;0100794J;ECOLE PRIMAIRE ROBESPIERRE;10323;ROMILLY SUR SEINE;public;72.8
2019-2020;REIMS;010;AUBE;0100800R;ECOLE ELEMENTAIRE TAUXELLES;10387;TROYES;public;80.9
2018-2019;NICE;083;VAR;0830337R;ECOLE PRIMAIRE VICTOR PASTORELLO;83146;LA VERDIERE;public;104.4
2018-2019;NICE;083;VAR;0830341V;ECOLE PRIMAIRE VILLECROZE;83149;VILLECROZE;public;100.3
2018-2019;AIX-MARSEILLE;084;VAUCLUSE;0840986R;ECOLE PRIMAIRE MELINA MERCOURI;84026;CADENET;public;113.2
2018-2019;AIX-MARSEILLE;084;VAUCLUSE;0840993Y;ECOLE ELEMENTAIRE LA ROCANTINE;84091;PIOLENC;public;103.1
2018-2019;AIX-MARSEILLE;084;VAUCLUSE;0841110A;ECOLE PRIMAIRE LUCIE AUBRAC;84080;MONTEUX;public;97.6
2018-2019;NANTES;085;VENDEE;0850249J;ECOLE PRIMAIRE LA VALLEE DE L YON;85213;RIVES DE L YON;public;103.5
2018-2019;NANTES;085;VENDEE;0850253N;ECOLE PRIMAIRE LUCIE AUBRAC;85047;CHALLANS;public;97.0
2018-2019;NANTES;085;VENDEE;0850264A;ECOLE PRIMAIRE HAMEAU DE PUYBELLIARD;85051;CHANTONNAY;public;93.0
2018-2019;NANTES;085;VENDEE;0850267D;ECOLE PRIMAIRE AIME CESAIRE;85054;LA CHAPELLE HERMIER;public;95.7
2018-2019;NANTES;085;VENDEE;0850286Z;ECOLE PRIMAIRE JULES VERNE;85070;COEX;public;93.3
2018-2019;NANTES;085;VENDEE;0850293G;ECOLE PRIMAIRE JEAN MOULIN;85076;CUGAND;public;113.5
2018-2019;NANTES;085;VENDEE;0850335C;ECOLE ELEMENTAIRE JACQUES PREVERT;85109;LES HERBIERS;public;98.2
2018-2019;NANTES;085;VENDEE;0850338F;ECOLE PRIMAIRE JACQUES PREVERT;85111;L ILE D ELLE;public;93.6
2018-2019;NANTES;085;VENDEE;0850359D;ECOLE PRIMAIRE MOZAIC;85126;LONGEVES;public;95.8
2018-2019;NANTES;085;VENDEE;0850360E;ECOLE PRIMAIRE JULES VERNE;85127;LONGEVILLE SUR MER;public;103.6
2018-2019;NANTES;085;VENDEE;0850395T;ECOLE PRIMAIRE C L LARGETEAU;85154;MOUILLERON SAINT GERMAIN;public;87.1
2018-2019;NANTES;085;VENDEE;0850408G;ECOLE PRIMAIRE RICHER;85163;NOIRMOUTIER EN L ILE;public;105.1
2018-2019;NANTES;085;VENDEE;0850417S;ECOLE ELEMENTAIRE RENE GUY CADOU;85166;OLONNE SUR MER;public;98.8
2018-2019;NANTES;085;VENDEE;0850421W;ECOLE PRIMAIRE LE VERGER;85169;PALLUAU;public;90.8
2018-2019;NANTES;085;VENDEE;0850431G;ECOLE ELEMENTAIRE JULES VERNE;85182;POUZAUGES;public;95.7
2018-2019;NANTES;085;VENDEE;0850434K;ECOLE PRIMAIRE DE LA FONTAINE BLEUE;85185;PUYRAVAULT;public;88.8
2018-2019;NANTES;085;VENDEE;0850449B;ECOLE PRIMAIRE JACQUES BREL;85306;XANTON CHASSENON;public;105.3
2018-2019;NANTES;085;VENDEE;0850458L;ECOLE ELEMENTAIRE LAENNEC;85191;LA ROCHE SUR YON;public;84.6
2018-2019;NANTES;085;VENDEE;0850489V;ECOLE ELEMENTAIRE PAUL EMILE PAJOT;85194;LES SABLES D OLONNE;public;95.7
2018-2019;NANTES;085;VENDEE;0850494A;ECOLE PRIMAIRE JACQUES MOREAU;85202;SAINTE CECILE;public;93.1
2018-2019;NANTES;085;VENDEE;0850498E;ECOLE PRIMAIRE L ARC EN CIEL;85204;SAINT CHRISTOPHE DU LIGNERON;public;90.2
2018-2019;NANTES;085;VENDEE;0850515Y;ECOLE PRIMAIRE LES GUERNOVELLES;85221;SAINT GERVAIS;public;92.4
2018-2019;NANTES;085;VENDEE;0850539Z;ECOLE PRIMAIRE;85233;SAINT JEAN DE BEUGNE;public;98.2
2018-2019;NANTES;085;VENDEE;0850560X;ECOLE PRIMAIRE LES P TITS MINOIS;85254;SAINT MESMIN;public;86.6
2018-2019;NANTES;085;VENDEE;0850569G;ECOLE PRIMAIRE DES TUILERIES;85264;SAINT PIERRE DU CHEMIN;public;83.0
2018-2019;NANTES;085;VENDEE;0850572K;ECOLE PRIMAIRE ISAAC POTET;85266;SAINT PROUANT;public;86.1
2018-2019;NANTES;085;VENDEE;0850573L;ECOLE PRIMAIRE;85267;SAINTE RADEGONDE DES NOYERS;public;92.4
2018-2019;NANTES;085;VENDEE;0850575N;ECOLE PRIMAIRE;85271;SAINT SULPICE EN PAREDS;public;82.4
2018-2019;NANTES;085;VENDEE;0850590E;ECOLE ELEMENTAIRE DU PAYRE;85288;TALMONT SAINT HILAIRE;public;101.7
2018-2019;NANTES;085;VENDEE;0850611C;ECOLE PRIMAIRE PIERRE PERRET;85046;LA CHAIZE LE VICOMTE;public;100.5
2018-2019;NANTES;085;VENDEE;0850618K;ECOLE PRIMAIRE PIERRE LOTI;85106;LA GUERINIERE;public;97.0
2018-2019;NANTES;085;VENDEE;0850669R;ECOLE PRIMAIRE PRIVEE MIXTE NOTRE DAME DU SACRE COEUR;85210;SAINT ETIENNE DU BOIS;privé sous contrat;104.6
2018-2019;NANTES;085;VENDEE;0850679B;ECOLE PRIMAIRE PRIVEE SAINT CHARLES;85216;SAINTE GEMME LA PLAINE;privé sous contrat;99.8
2018-2019;NANTES;085;VENDEE;0850709J;ECOLE PRIMAIRE PRIVEE LES TROIS ANGES;85276;SAINT VINCENT STERLANGES;privé sous contrat;77.3
2018-2019;NANTES;085;VENDEE;0850722Y;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;85288;TALMONT SAINT HILAIRE;privé sous contrat;115.1
2018-2019;NANTES;085;VENDEE;0850729F;ECOLE PRIMAIRE PRIVEE NOTRE DAME;85294;LA TRANCHE SUR MER;privé sous contrat;110.0
2018-2019;NANTES;085;VENDEE;0850730G;ECOLE PRIMAIRE PRIVEE SAINT MARTIN;85295;TREIZE SEPTIERS;privé sous contrat;97.2
2018-2019;NANTES;085;VENDEE;0850742V;ECOLE PRIMAIRE PRIVEE SAPINAUD;85302;LA VERRIE;privé sous contrat;112.1
2018-2019;NANTES;085;VENDEE;0850768Y;ECOLE CATHOLIQUE LES TROIS PONTS;85090;SEVREMONT;privé sous contrat;96.9
2018-2019;NANTES;085;VENDEE;0850798F;ECOLE PRIMAIRE PRIVEE SAINTE MARIE SAINT PAUL;85223;SAINTE HERMINE;privé sous contrat;105.0
2018-2019;NANTES;085;VENDEE;0850806P;ECOLE PRIMAIRE PRIVEE SAINT LOUIS;85227;SAINT HILAIRE DES LOGES;privé sous contrat;95.2
2018-2019;NANTES;085;VENDEE;0850811V;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;85229;SAINT HILAIRE DE VOUST;privé sous contrat;93.5
2018-2019;NANTES;085;VENDEE;0850815Z;ECOLE PRIMAIRE PRIVEE MIXTE SAINT JEAN;85234;SAINT JEAN DE MONTS;privé sous contrat;107.3
2018-2019;NANTES;085;VENDEE;0850820E;ECOLE PRIMAIRE PRIVEE MONTFORT LA SAGESSE;85238;SAINT LAURENT SUR SEVRE;privé sous contrat;108.5
2018-2019;NANTES;085;VENDEE;0850822G;ECOLE PRIMAIRE PRIVEE SAINT LOUIS DE GONZAGUE;85240;SAINT MALO DU BOIS;privé sous contrat;105.8
2018-2019;NANTES;085;VENDEE;0850824J;ECOLE PRIMAIRE PRIVEE SAINT MEDARD;85242;SAINT MARS LA REORTHE;privé sous contrat;98.6
2018-2019;NANTES;085;VENDEE;0850827M;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE L ESPERANCE;85243;BREM SUR MER;privé sous contrat;99.7
2018-2019;NANTES;085;VENDEE;0850828N;ECOLE PRIMAIRE PRIVEE PIERRE MONNEREAU;85246;SAINT MARTIN DES NOYERS;privé sous contrat;96.6
2018-2019;NANTES;085;VENDEE;0850839A;ECOLE PRIMAIRE PRIVEE SACRE COEUR;85252;SAINT MAURICE LE GIRARD;privé sous contrat;79.7
2018-2019;NANTES;085;VENDEE;0850847J;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;85090;SEVREMONT;privé sous contrat;94.7
2018-2019;NANTES;085;VENDEE;0850848K;ECOLE PRIMAIRE PRIVEE SACRE COEUR;85259;SAINT PAUL EN PAREDS;privé sous contrat;106.1
2018-2019;NANTES;085;VENDEE;0850867F;ECOLE PRIMAIRE PRIVEE SACRE COEUR;85081;DOMPIERRE SUR YON;privé sous contrat;115.2
2018-2019;NANTES;085;VENDEE;0850877S;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;85088;LE FENOUILLER;privé sous contrat;97.4
2018-2019;NANTES;085;VENDEE;0850887C;ECOLE PRIMAIRE PRIVEE SAINTE TRINITE;85092;FONTENAY LE COMTE;privé sous contrat;120.4
2018-2019;NANTES;085;VENDEE;0850895L;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;85095;FROIDFOND;privé sous contrat;92.2
2018-2019;NANTES;085;VENDEE;0850897N;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA SOURCE;85096;LA GARNACHE;privé sous contrat;104.6
2018-2019;NANTES;085;VENDEE;0850898P;ECOLE PRIMAIRE PRIVEE STE MARIE ST JOSEPH;85097;LA GAUBRETIERE;privé sous contrat;105.7
2018-2019;NANTES;085;VENDEE;0850912E;ECOLE PRIMAIRE PRIVEE NOTRE DAME;85039;LA BRUFFIERE;privé sous contrat;97.9
2018-2019;NANTES;085;VENDEE;0850947T;ECOLE PRIMAIRE PRIVEE SAINT CHRISTOPHE;85064;CHAUCHE;privé sous contrat;98.5
2018-2019;NANTES;085;VENDEE;0850950W;ECOLE PRIMAIRE PRIVEE NAZARETH;85065;CHAVAGNES EN PAILLERS;privé sous contrat;100.4
2018-2019;NANTES;085;VENDEE;0850973W;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;85013;BAZOGES EN PAILLERS;privé sous contrat;99.2
2018-2019;NANTES;085;VENDEE;0850998Y;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;85027;BOUFFERE;privé sous contrat;109.4
2018-2019;NANTES;085;VENDEE;0851000A;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;85029;BOUIN;privé sous contrat;102.5
2018-2019;NANTES;085;VENDEE;0851004E;ECOLE PRIMAIRE PRIVEE MIXTE SAINTE MARIE;85031;LE BOUPERE;privé sous contrat;97.1
2018-2019;NANTES;085;VENDEE;0851006G;ECOLE PRIMAIRE PRIVEE SAINT ANDRE;85034;BOURNEZEAU;privé sous contrat;112.4
2018-2019;NANTES;085;VENDEE;0851017U;ECOLE PRIMAIRE PRIVEE NOTRE DAME;85106;LA GUERINIERE;privé sous contrat;102.8
2018-2019;NANTES;085;VENDEE;0851030H;ECOLE PRIMAIRE PRIVEE SAINT HILAIRE;85111;L ILE D ELLE;privé sous contrat;95.3
2018-2019;NANTES;085;VENDEE;0851041V;ECOLE PRIMAIRE PRIVEE SAINT RAPHAEL;85119;LES LANDES GENUSSON;privé sous contrat;100.6
2018-2019;NANTES;085;VENDEE;0851066X;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;85140;LA MEILLERAIE TILLAY;privé sous contrat;93.3
2018-2019;NANTES;085;VENDEE;0851080M;ECOLE PRIMAIRE PRIVEE SOEUR EMMANUELLE;85149;MOREILLES;privé sous contrat;92.0
2018-2019;NANTES;085;VENDEE;0851092A;ECOLE PRIMAIRE PRIVEE SACRE COEUR;85154;MOUILLERON SAINT GERMAIN;privé sous contrat;90.0
2018-2019;NANTES;085;VENDEE;0851115A;ECOLE PRIMAIRE JACQUES TATI;85114;JARD SUR MER;public;107.6
2018-2019;NANTES;085;VENDEE;0851119E;ECOLE ELEMENTAIRE CLEMENCEAU;85194;LES SABLES D OLONNE;public;112.4
